track_ids,track_pop,track_name,artist,artist_ids,featured_artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_pop,genre,category
50aTwBKhPD3D3BW04UtjmA,65,Guilty Conscience,070 Shake,12Zk1DFhCbHY6v3xep2ZjI,0,0.5479999999999999,0.655,7,-6.05,1,0.11,0.00478,0.0,0.125,0.183,179.884,213360,4,70,alternative r&b,alternative
38KnGApPKzMi920Grouoij,38,Snake,Halflives,4er5NZNuc83Cev96LA28ID,0,0.423,0.552,8,-6.062,1,0.0757,0.123,0.000474,0.075,0.219,176.062,226446,4,44,pixie,alternative
23oxJmDc1V9uLUSmN2LIvx,71,Ocean Avenue,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,0,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.8300000000000007e-05,0.0947,0.7859999999999999,173.734,198267,4,68,bow pop,alternative
5lDriBxJd22IhOH9zTcFrV,68,Dirty Little Secret,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,0,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,193653,4,73,modern rock,alternative
2TfSHkHiFO4gRztVIkggkE,76,"Sugar, We're Goin Down",Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,0,0.494,0.841,7,-4.784,1,0.0838,0.00579,0.0,0.122,0.5670000000000001,162.013,229093,4,85,emo,alternative
3asFGFY3uLjMDmML1p0tYm,69,Savior,Rise Against,6Wr3hh341P84m3EI8qdn9O,0,0.339,0.931,5,-3.425,0,0.062,0.0015,0.00014199999999999998,0.425,0.467,112.548,242280,4,77,chicago hardcore,alternative
6L89mwZXSOwYl76YXfX13s,78,Basket Case,Green Day,7oPftvlwr6VrsViSDV7fJY,0,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.7809999999999999,85.064,181533,4,86,modern rock,alternative
5fVZC9GiM4e8vu99W0Xf6J,79,How to Save a Life,The Fray,0zOcE3mg9nS6l3yxt1Y0bK,0,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,262533,4,75,modern rock,alternative
4UuHWIkAWnN176A2rx7YFB,58,1985,Bowling For Soup,5ND0mGcL9SKSjWIjPd0xIb,0,0.607,0.878,4,-4.422,1,0.0665,0.000246,0.0,0.337,0.853,119.955,193000,4,68,comic,alternative
27L8sESb3KR79asDUBu8nW,72,Stacy's Mom,Fountains Of Wayne,1pgtr4nhBQjp9oCUBPyYWh,0,0.774,0.75,11,-4.927,0,0.0413,0.0021,1.85e-05,0.0808,0.925,118.015,197987,4,63,alternative rock,alternative
11bD1JtSjlIgKgZG2134DZ,77,Chasing Cars,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,0,0.563,0.5920000000000001,9,-4.5710000000000015,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933,4,75,irish rock,alternative
4wzjNqjKAKDU82e8uMhzmr,73,Face Down,The Red Jumpsuit Apparatus,1SImpQO0GbjRgvlwCcCtFo,0,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.465,92.956,192000,4,68,emo,alternative
4c7xQ7OsqL6W4RwEQmID7g,54,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,0,0.435,0.887,9,-4.07,1,0.0636,0.0007469999999999999,0.0,0.0327,0.408,199.935,212040,4,85,emo,alternative
3ZsexY07D4t4HRq7ogeSAS,63,"Dear Maria, Count Me In",All Time Low,46gyXjRIvN1NL1eCB8GBxo,0,0.465,0.8959999999999999,2,-3.1260000000000003,1,0.0795,0.00725,0.0,0.206,0.569,181.014,182827,4,75,modern rock,alternative
5EYi2rH4LYs6M21ZLOyQTx,78,Loving Is Easy,Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,1,0.7559999999999999,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,155720,4,84,bedroom pop,alternative
4bPQs0PHn4xbipzdPfn6du,73,I Write Sins Not Tragedies,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,0,0.5670000000000001,0.795,9,-4.985,0,0.134,0.0938,0.0,0.114,0.635,170.06,187613,4,88,baroque pop,alternative
0BRHnOFm6sjxN1i9LJrUDu,72,The Anthem,Good Charlotte,5aYyPjAsLj7UzANzdupwnS,0,0.494,0.939,1,-3.127,1,0.126,0.006659999999999999,0.0,0.139,0.893,177.75099999999995,175093,4,72,alternative metal,alternative
1fJFuvU2ldmeAm5nFIHcPP,72,First Date,blink-182,6FBDaR13swtiWwGhX1WQsP,0,0.579,0.928,0,-4.3439999999999985,1,0.0411,0.000715,0.0,0.18,0.882,95.594,171533,4,83,pop punk,alternative
1FMm3wG5WOhi7js35KR7Ea,10,"You're Gonna Go Far, Kid",The Offspring,5LfGQac0EIXyAN8aUwmNAQ,0,0.55,0.918,9,-3.159,0,0.0682,0.00466,0.0,0.206,0.563,126.083,177827,4,79,alternative metal,alternative
4sQJXbtxwoKHG7PwMRJ0Ig,12,The Kids Aren't Alright,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,0,0.52,0.945,1,-4.197,1,0.0335,0.00599,4.9700000000000015e-05,0.0495,0.807,99.603,179600,4,79,alternative metal,alternative
0a7BloCiNzLDD9qSQHh5m7,73,"Dance, Dance",Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,0,0.62,0.961,11,-3.198,0,0.154,0.005229999999999999,0.0,0.0854,0.449,114.448,180267,4,85,emo,alternative
2g2a5kDeZexbUTD8abcvm6,68,Lifestyles of the Rich & Famous,Good Charlotte,5aYyPjAsLj7UzANzdupwnS,0,0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173,4,72,alternative metal,alternative
1iZTuY3wspO4DxFXBD58WX,4,Dammit,blink-182,6FBDaR13swtiWwGhX1WQsP,0,0.384,0.981,0,-4.209,1,0.0872,2.54e-05,1.9e-05,0.106,0.307,109.052,166267,4,83,pop punk,alternative
6SpLc7EXZIPpy0sVko0aoU,70,Misery Business,Paramore,74XFHRwlV6OrjEM0A2NCMF,0,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520,4,81,candy pop,alternative
1hIupFeRu3nmMcjbjxPnMc,7,I'm Just A Kid,Simple Plan,2p4FqHnazRucYQHyDCdBrJ,0,0.527,0.8340000000000001,1,-5.5310000000000015,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,198333,4,74,canadian pop punk,alternative
3LbZIhU0smEU5SUnxod4j4,79,Breathe Deeper,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0,0.664,0.848,11,-4.51,0,0.0322,0.0245,0.000127,0.172,0.502,104.998,372867,4,88,australian psych,alternative
6JqYhSdTE4WbQrMXxPH5cD,52,Honeypie,JAWNY,25pd339V2rRJo84USlcSRP,0,0.742,0.6779999999999999,5,-4.605,0,0.192,0.0698,0.0,0.151,0.927,115.05,135521,4,63,bedroom pop,alternative
4S4Mfvv03M1cHgIOJcbUCL,76,In My Room,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,0,0.861,0.647,7,-7.425,1,0.0675,0.594,0.6609999999999999,0.114,0.67,158.037,133680,4,87,alternative r&b,alternative
7zTTDkkLkJ2iHAqq1daDCr,64,OUTTA MY MIND,Monsune,6NgYKD0TKGjwtRFqTyyqKF,0,0.6890000000000001,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.8640000000000001,86.99799999999998,226006,4,57,bedroom pop,alternative
4TxuAw6GMHFPMv6NQeXm6l,54,Cool to You,Teenage Priest,4BzY7yI5iqNP7OmEtO0a34,0,0.623,0.642,1,-6.199,0,0.0308,0.0583,0.0148,0.28800000000000003,0.584,171.02700000000004,197888,4,44,,alternative
1Bw35QKcWd4HKnx6EczowY,51,B4,Ginger Root,4UAW69682T7N0wrABUhqx0,0,0.797,0.726,7,-5.267,1,0.0804,0.476,0.483,0.0769,0.969,104.428,172329,4,46,,alternative
6QTPacyXkZWG9FMwq6L1hJ,73,Love You For A Long Time,Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,0,0.7070000000000001,0.67,9,-6.1370000000000005,1,0.0323,0.16399999999999998,0.00283,0.109,0.8220000000000001,112.993,223120,4,76,electropop,alternative
0qQ9VcVPkWDTnff6HIhISU,63,Someone To Spend Time With,Los Retros,0qraFJK6boYSp4ZMMX4PzG,0,0.816,0.464,9,-13.297,1,0.034,0.0498,0.201,0.106,0.963,89.571,173954,4,56,,alternative
61GiMDN1kUiEQK6zHGMdnx,56,Metamodernity,Vansire,6ft7JnxMyZhp7N52qzHymY,0,0.8220000000000001,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,162663,4,60,bedroom pop,alternative
4PvbbMYL4fkToni5BLaYRb,70,Softly,Clairo,3l0CmX0FuQjFxr8SK7Vqag,0,0.759,0.436,0,-11.233,0,0.0419,0.33,0.0113,0.102,0.782,94.03,185307,4,81,bedroom pop,alternative
5K7x78NAL50rhfhm73ePNb,61,Now I'm In It,HAIM,4Ui2kfOqGujY81UcPrb5KE,0,0.7170000000000001,0.708,4,-9.489,1,0.0627,0.37,0.000116,0.161,0.209,105.019,204280,4,71,dance pop,alternative
3rCtueI7qBN2kZBZnXuk5K,63,Linked,Bonobo,0cmWgDlu9CwTgxPhf403hb,0,0.713,0.725,6,-9.951,1,0.0385,0.539,0.8859999999999999,0.111,0.24,122.041,369462,4,70,downtempo,alternative
2YEnGQwfXZokCfRbTykYbo,8,Was It Something I Said,MyKey,191tnItkCke3YcHpUxDOD9,0,0.5870000000000001,0.7240000000000001,6,-6.776,1,0.0321,0.614,0.000166,0.155,0.8370000000000001,106.993,222353,4,53,bedroom pop,alternative
